Title,Year,Worldwide_Box_Office,WBO_Adjusted_for_Inflation
Max Dugan Returns,1983,17613720.0,64334508.63
Valley Girl,1983,17343596.0,63347874.65
All the Right Moves,1983,17233166.0,62944526.59
Krull,1983,16519460.0,60337699.36
Spacehunter: Adventures in the Forbidden Zone,1983,16478265.0,60187233.7
Richard Pryor... Here and Now,1983,16156776.0,59012987.89
D.C. Cab,1983,16134627.0,58932088.17
Gorky Park,1983,15856028.0,57914499.05
Still Smokin,1983,15543710.0,56773750.53
The Meaning of Life,1983,14929552.0,54530524.62
Educating Rita,1983,14648076.0,53502427.19
Private School,1983,14049540.0,51316260.98
The Survivors,1983,14000000.0,51135315.02
The Entity,1983,13277558.0,48496579.36
Revenge of the Ninja,1983,13168027.0,48096514.92
To Be or Not to Be,1983,13030214.0,47593149.83
Stroker Ace,1983,13000000.0,47482792.52
Lone Wolf McQuade,1983,12232628.0,44679949.02
The Black Stallion Returns,1983,12049108.0,44009638.09
The Sword in the Stone,1983,12000000.0,43830270.02
Deathstalker,1983,11919250.0,43535328.83
Zelig,1983,11798616.0,43094710.43
The Lords of Discipline,1983,11787127.0,43052746.59
Raiders of the Lost Ark 1983 Re-release,1983,11374454.0,41545449.18
The Smurfs and the Magic Flute,1983,11234220.0,41033241.34
The Man Who Loved Women,1983,10964231.0,40047100.44
Hercules,1983,10676194.0,38995038.81
The House on Sorority Row,1983,10604986.0,38734949.99
Doctor Detroit,1983,10375893.0,37898182.65
Deal of the Century,1983,10369581.0,37875127.93
The Man with Two Brains,1983,10353438.0,37816165.26
The Year of Living Dangerously,1983,10278575.0,37542726.47
Brainstorm,1983,10219460.0,37326807.6
Lovesick,1983,10171304.0,37150916.73
Without a Trace,1983,9632062.0,35181323.19
Bad Boys,1983,9190819.0,33569673.2
Rear Window 1983 Re-release,1983,9084873.0,33182703.06
Strange Brew,1983,8571374.0,31307136.4
Tender Mercies,1983,8443124.0,30838700.39
Something Wicked This Way Comes,1983,8400000.0,30681189.01
10 to Midnight,1983,7175592.0,26209011.24
Romantic Comedy,1983,6857733.0,25048024.09
Fanny and Alexander,1983,6783901.0,24778351.05
Nightmares,1983,6670680.0,24364808.8
The Golden Seal,1983,6666725.0,24350363.07
The Osterman Weekend,1983,6486797.0,23693172.0
Star 80,1983,6472990.0,23642741.63
The Sting II,1983,6347072.0,23182823.3
Amityville 3-D,1983,6333135.0,23131918.09
Chained Heat,1983,6149983.0,22462951.29
Beyond the Limit,1983,5997566.0,21906244.77
The Hunger,1983,5979292.0,21839498.57
Local Hero,1983,5895761.0,21534399.72
Porky's 1983 Re-release,1983,5797190.0,21174366.92
Under Fire,1983,5696391.0,20806196.3
Smokey and the Bandit Part 3,1983,5678950.0,20742492.66
A Night in Heaven,1983,5563663.0,20321404.3
The Star Chamber,1983,5555305.0,20290876.51
The Grey Fox,1983,5516140.0,20147825.47
Vertigo 1983 Re-release,1983,5343461.0,19517111.54
The Dresser,1983,5310748.0,19397626.57
Metalstorm: The Destruction of Jared-Syn,1983,5301085.0,19362332.24
Vigilante,1983,5091888.0,18598235.49
Eddie and the Cruisers,1983,4786789.0,17483854.53
Curse of the Pink Panther,1983,4491986.0,16407079.94
Mortuary,1983,4319001.0,15775248.34
Trenchcoat,1983,4304286.0,15721501.47
Yellowbeard,1983,4300000.0,15705846.76
The Keep,1983,4218594.0,15408509.51
Joysticks,1983,3952448.0,14436405.26
Let's Spend the Night Together,1983,3821199.0,13957015.33
La Traviata,1983,3783329.0,13818694.3
The Return of Martin Guerre,1983,3704433.0,13530524.89
Running Brave,1983,3000000.0,10957567.5
Yor: The Hunter from the Future,1983,2810199.0,10264315.08
The Final Option,1983,2666873.0,9740813.64
The Evil Dead,1983,2661944.0,9722810.36
The King of Comedy,1983,2537183.0,9267118.0
Rumble Fish,1983,2494480.0,9111144.33
The Man Who Wasn't There,1983,2443487.0,8924891.25
Table for Five,1983,2439705.0,8911077.41
Tough Enough,1983,2433722.0,8889224.37
"Man, Woman and Child",1983,2314561.0,8453986.13
Merry Christmas Mr. Lawrence,1983,2307000.0,8426369.41
The Draughtsman's Contract,1983,2283233.0,8339559.91
The Night of the Shooting Stars,1983,2251121.0,8222270.11
Videodrome,1983,2121937.0,7750422.64
Friday the 13th: Part 3 1983 Re-release,1983,2108548.0,7701519.02
Screwballs,1983,2082215.0,7605337.14
Testament,1983,2044892.0,7469014.04
Pieces,1983,2032311.0,7423061.66
Savage Islands,1983,1963756.0,7172662.98
Baby It's You,1983,1867792.0,6822152.31
Heat and Dust,1983,1741435.0,6360630.52
Koyaanisqatsi,1983,1724041.0,6297098.55
Stryker,1983,1723487.0,6295075.05
Get Crazy,1983,1645711.0,6010996.46
Lianna,1983,1530839.0,5591423.89
Strange Invaders,1983,1362303.0,4975842.36
Losin' It,1983,1246141.0,4551558.04
The Lonely Lady,1983,1223200.0,4467765.52
Possession,1983,1115028.0,4072664.86
"Say Amen, Somebody",1983,1108299.0,4048087.04
Of Unknown Origin,1983,1080470.0,3946440.99
Getting It On,1983,975414.0,3562721.58
Rocky III 1983 Re-release,1983,902228.0,3295408.07
American Playhouse: The Ballad of Gregorio Cortez,1983,804963.0,2940145.47
Lonely Hearts,1983,777087.0,2838327.75
Fire and Ice,1983,760883.0,2779142.28
The Pirates of Penzance,1983,694497.0,2536665.92
Daniel,1983,687475.0,2511017.91
Poltergeist 1983 Re-release,1983,536108.0,1958146.53
Streamers,1983,378452.0,1382304.45
Britannia Hospital,1983,375713.0,1372300.19
Boarding School,1983,306061.0,1117894.69
Heart Like a Wheel,1983,272278.0,994501.52
Puberty Blues,1983,237000.0,865647.83
The Girl with the Red Hair,1983,39001.0,142452.03
Rock & Rule,1983,30379.0,110959.98
In the White City,1983,2540.0,9277.41
Beverly Hills Cop,1984,234760478.0,1264728549.24
Ghostbusters,1984,229376260.0,1235722073.03
Indiana Jones and the Temple of Doom,1984,179872804.0,969031382.07
Gremlins,1984,148171538.0,798246689.09
The Karate Kid,1984,90817155.0,489260584.52
Police Academy,1984,81198894.0,437443986.67
Footloose,1984,80038264.0,431191307.73
Romancing the Stone,1984,76572547.0,412520399.96
Star Trek III: The Search for Spock,1984,76471046.0,411973582.14
Splash,1984,69821334.0,376149491.64
Purple Rain,1984,68393249.0,368455948.47
Amadeus,1984,51565096.0,277797394.23
Tightrope,1984,48143579.0,259364605.76
The Natural,1984,47951979.0,258332396.28
"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,45858563.0,247054505.71
Revenge of the Nerds,1984,40874452.0,220203531.78
2010: The Year We Make Contact,1984,40400657.0,217651049.07
Breakin',1984,38682707.0,208395911.96
Bachelor Party,1984,38435947.0,207066538.21
Red Dawn,1984,38376497.0,206746262.36
The Terminator,1984,38374581.0,206735940.26
City Heat,1984,38348988.0,206598062.72
All of Me,1984,36403064.0,196114757.96
Places in the Heart,1984,34901614.0,188025974.46
The Killing Fields,1984,34700291.0,186941384.12
Friday the 13th: The Final Chapter,1984,32980880.0,177678376.15
Conan the Destroyer,1984,31042035.0,167233208.19
Dune,1984,30926865.0,166612751.16
The Gods Must Be Crazy,1984,30031783.0,161790662.84
Starman,1984,28744356.0,154854888.58
The Last Starfighter,1984,28733290.0,154795272.55
Cannonball Run II,1984,28078073.0,151265412.45
Teachers,1984,27774237.0,149628552.33
A Passage to India,1984,27187653.0,146468439.79
Pinocchio 1984 Re-release,1984,26414038.0,142300732.41
Protocol,1984,26186631.0,141075619.36
Micki + Maude,1984,26080861.0,140505803.09
The Cotton Club,1984,25928721.0,139686177.05
The Muppets Take Manhattan,1984,25534703.0,137563478.13
A Nightmare on Elm Street,1984,25507443.0,137416619.93
The Woman in Red,1984,25349388.0,136565127.92
Moscow on the Hudson,1984,25068724.0,135053102.66
The Flamingo Kid,1984,23859382.0,128537996.85
Sixteen Candles,1984,23686027.0,127604078.93
The Jungle Book 1984 Re-release,1984,23456945.0,126369942.13
Missing in Action,1984,22812411.0,122897634.71
A Soldier's Story,1984,21821347.0,117558461.16
Against All Odds,1984,21689062.0,116845800.24
"Oh, God! You Devil",1984,21538850.0,116036560.94
Rhinestone,1984,21435321.0,115478817.65
Weekend Pass,1984,21058033.0,113446248.5
Top Secret!,1984,20458340.0,110215513.65
Hot Dog... The Movie,1984,20307325.0,109401948.34
The NeverEnding Story,1984,20158808.0,108601840.54
Unfaithfully Yours,1984,19928200.0,107359482.69
Best Defense,1984,19265302.0,103788242.62
Blame It on Rio,1984,18644570.0,100444164.06
Lassiter,1984,17513452.0,94350475.55
Angel,1984,17488564.0,94216396.07
Johnny Dangerously,1984,17124395.0,92254503.1
Firestarter,1984,17080167.0,92016232.95
Beat Street,1984,16596465.0,89410378.1
Breakin' 2: Electric Boogaloo,1984,15101131.0,81354543.42
Children of the Corn,1984,14568989.0,78487727.06
Night of the Comet,1984,14418922.0,77679268.92
Supergirl,1984,14296438.0,77019409.08
The Ice Pirates,1984,14255801.0,76800484.78
The Evil That Men Do,1984,13102025.0,70584730.49
Irreconcilable Differences,1984,12414210.0,66879254.71
Dreamscape,1984,12145169.0,65429846.2
Up the Creek,1984,11708269.0,63076128.46
The River,1984,11489982.0,61900147.71
Tank,1984,11302884.0,60892191.93
Falling in Love,1984,11129057.0,59955731.19
Hard to Hold,1984,11113806.0,59873569.26
The Wild Life,1984,11020375.0,59370227.07
Broadway Danny Rose,1984,10600497.0,57108212.19
Where the Boys Are,1984,10530000.0,56728422.68
Thief of Hearts,1984,10435015.0,56216708.6
Terror in the Aisles,1984,10004817.0,53899096.64
Cloak and Dagger,1984,9719952.0,52364439.26
Country,1984,9640000.0,51933712.69
Bolero,1984,8914881.0,48027268.52
Body Double,1984,8801940.0,47418819.82
Oxford Blues,1984,8793152.0,47371476.1
The Bounty,1984,8613462.0,46403429.54
1984,1984,8430492.0,45417712.59
Reckless,1984,8289916.0,44660385.45
The Philadelphia Experiment,1984,8103330.0,43655187.97
Streets of Fire,1984,8089767.0,43582119.82
Just the Way You Are,1984,7889694.0,42504263.63
The Little Drummer Girl,1984,7828841.0,42176429.37
Ninja III: The Domination,1984,7610785.0,41001693.1
Iceman,1984,7343032.0,39559223.46
Hardbodies,1984,7121719.0,38366940.7
Alphabet City,1984,7035585.0,37902909.75
The Pope of Greenwich Village,1984,6836201.0,36828765.42
Runaway,1984,6770587.0,36475282.16
Swing Shift,1984,6650206.0,35826751.84
The Razor's Edge,1984,6551987.0,35297615.19
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,6254148.0,33693062.79
Firstborn,1984,6250994.0,33676071.2
Racing with the Moon,1984,6045647.0,32569802.31
Sheena,1984,5778353.0,31129805.45
The Lonely Guy,1984,5718573.0,30807751.78
Meatballs Part II,1984,5410972.0,29150608.42
Stop Making Sense,1984,5384161.0,29006169.13
Once Upon a Time in America,1984,5322989.0,28676616.32
Love Letters,1984,5269990.0,28391094.04
The Hotel New Hampshire,1984,5142858.0,27706193.96
American Dreamer,1984,5021751.0,27053752.45
No Small Affair,1984,4994094.0,26904755.49
Harry & Son,1984,4864980.0,26209177.75
"Grandview, U.S.A.",1984,4743119.0,25552674.21
C.H.U.D.,1984,4654423.0,25074840.95
Making the Grade,1984,4561346.0,24573405.87
This Is Spinal Tap,1984,4491645.0,24197904.66
Joy of Sex,1984,4463841.0,24048115.76
Mrs. Soffel,1984,4385312.0,23625055.34
Until September,1984,4239154.0,22837656.21
Pete's Dragon 1984 Re-release,1984,4100000.0,22087989.84
Entre Nous,1984,3974975.0,21414440.83
Flashpoint,1984,3854833.0,20767198.08
Cheech & Chong's: The Corsican Brothers,1984,3772785.0,20325179.69
Exterminator 2,1984,3739406.0,20145356.52
The Brother from Another Planet,1984,3677209.0,19810281.71
"Careful, He Might Hear You",1984,2938179.0,15828894.61
Crimes of Passion,1984,2912945.0,15692951.11
The Warrior and the Sorceress,1984,2886225.0,15549002.06
Phar Lap,1984,2878404.0,15506867.88
Impulse,1984,2773433.0,14941356.08
The Bear,1984,2687148.0,14476511.64
Under the Volcano,1984,2556800.0,13774285.95
"Silent Night, Deadly Night",1984,2491460.0,13422278.82
Choose Me,1984,2490233.0,13415668.58
Stranger Than Paradise,1984,2454363.0,13222425.61
A Sunday in the Country,1984,2411143.0,12989585.87
"Paris, Texas",1984,2213299.0,11923738.0
Electric Dreams,1984,2193612.0,11817677.94
Purple Hearts,1984,2075282.0,11180197.01
The Buddy System,1984,1820049.0,9805176.54
Body Rock,1984,1689501.0,9101873.39
Misunderstood,1984,1525532.0,8218520.81
Garbo Talks,1984,1493782.0,8047473.57
Finders Keepers,1984,1467396.0,7905323.89
Birdy,1984,1455045.0,7838785.16
Sahara,1984,1402962.0,7558197.66
Gabriela,1984,1318839.0,7105000.59
A Christmas Story 1984 Re-release,1984,1311065.0,7063119.61
The River Rat,1984,1142944.0,6157398.89
Mike's Murder,1984,1059966.0,5710370.3
Comfort and Joy,1984,1057368.0,5696374.06
The Bostonians,1984,1009700.0,5439571.55
The Power,1984,929162.0,5005688.0
Songwriter,1984,865915.0,4664956.52
Scandalous,1984,526805.0,2838064.26
Windy City,1984,343890.0,1852643.62
The Stone Boy,1984,261033.0,1406266.89
Champions,1984,200498.0,1080145.8
Razorback,1984,150140.0,808851.41
Heartbreakers,1984,148750.0,801363.05
Crackers,1984,129268.0,696407.38
Repo Man,1984,129000.0,694963.58
Eureka,1984,123572.0,665721.24
Slayground,1984,108128.0,582519.55
Out of Africa,1985,225526205.0,879125824.86
Back to the Future,1985,223334236.0,870581289.85
Rambo: First Blood Part II,1985,150415432.0,586335812.86
Rocky IV,1985,127891353.0,498534488.26
The Color Purple,1985,94175854.0,367107783.9
Cocoon,1985,76113124.0,296697285.88
The Jewel of the Nile,1985,75973200.0,296151846.82
Witness,1985,68706993.0,267827376.84
The Goonies,1985,61410805.0,239386037.65
Spies Like Us,1985,60088980.0,234233419.16
Police Academy 2: Their First Assignment,1985,55600000.0,216734883.92
Fletch,1985,50612888.0,197294575.64
A View to a Kill,1985,50328158.0,196184666.95
National Lampoon's European Vacation,1985,49364621.0,192428694.29
Mask,1985,48230162.0,188006448.97
The Breakfast Club,1985,45876558.0,178831843.04
White Nights,1985,42160849.0,164347602.77
Pale Rider,1985,41410568.0,161422925.34
Pee-wee's Big Adventure,1985,40940662.0,159591180.33
Brewster's Millions,1985,40833132.0,159172016.62
E.T. the Extra-Terrestrial 1985 Re-release,1985,40607502.0,158292486.19
Jagged Edge,1985,40491165.0,157838991.84
St. Elmo's Fire,1985,37803872.0,147363629.67
Mad Max Beyond Thunderdome,1985,36230219.0,141229358.08
Commando,1985,35100000.0,136823640.75
Teen Wolf,1985,33086611.0,128975230.12
One Hundred and One Dalmatians 1985 Re-release,1985,33049729.0,128831460.05
Silverado,1985,32192570.0,125490160.47
Murphy's Romance,1985,30867525.0,120324990.07
A Nightmare on Elm Street 2: Freddy's Revenge,1985,29999213.0,116940214.88
Desperately Seeking Susan,1985,27398584.0,106802678.47
Prizzi's Honor,1985,26657534.0,103913984.48
The Last Dragon,1985,25755277.0,100396887.97
Agnes of God,1985,25627836.0,99900109.0
Fright Night,1985,24923585.0,97154861.55
Summer Rental,1985,24689703.0,96243163.92
The Emerald Forest,1985,24468550.0,95381085.32
Weird Science,1985,23834048.0,92907727.1
Santa Claus: The Movie,1985,23717291.0,92452595.54
The Care Bears Movie,1985,22934622.0,89401666.13
Friday the 13th: A New Beginning,1985,21930418.0,85487169.06
The Black Cauldron,1985,21288692.0,82985650.89
Porky's Revenge,1985,20518905.0,79984936.93
Code of Silence,1985,20345361.0,79308443.43
Volunteers,1985,19875740.0,77477809.38
Young Sherlock Holmes,1985,19739575.0,76947023.32
Year of the Dragon,1985,18707466.0,72923749.5
Ladyhawke,1985,18432000.0,71849952.89
The Sure Thing,1985,18135531.0,70694284.28
Invasion U.S.A.,1985,17536256.0,68358244.76
To Live and Die in L.A.,1985,17307108.0,67465000.78
The Falcon and the Snowman,1985,17130087.0,66774953.55
Kiss of the Spider Woman,1985,17005229.0,66288243.41
Death Wish 3,1985,16116878.0,62825354.0
King Solomon's Mines,1985,15057465.0,58695646.2
Baby: Secret of the Lost Legend,1985,14972297.0,58363652.02
Clue,1985,14643997.0,57083902.7
Remo Williams: The Adventure Begins,1985,14393902.0,56109005.02
The Return of the Living Dead,1985,14240081.0,55509393.93
A Chorus Line,1985,14202899.0,55364454.43
Tomboy,1985,14100000.0,54963342.87
Follow That Bird,1985,13961370.0,54422947.96
One Magic Christmas,1985,13677222.0,53315307.96
Cat's Eye,1985,13086298.0,51011821.55
Vision Quest,1985,12993175.0,50648817.9
Real Genius,1985,12952019.0,50488387.31
Perfect,1985,12918858.0,50359122.11
Compromising Positions,1985,12531831.0,48850448.51
Silver Bullet,1985,12361866.0,48187906.34
Enemy Mine,1985,12303411.0,47960042.36
Lifeforce,1985,11603545.0,45231888.11
Just One of the Guys,1985,11528900.0,44940913.73
Star Wars: Episode VI - Return of the Jedi 1985 Re-release,1985,11252123.0,43862006.7
Return to Oz,1985,11137801.0,43416367.03
Krush Groove,1985,11052713.0,43084684.7
Gotcha!,1985,10806919.0,42126552.79
Missing in Action 2: The Beginning,1985,10755447.0,41925909.3
The Purple Rose of Cairo,1985,10631333.0,41442099.35
Moving Violations,1985,10627754.0,41428148.01
After Hours,1985,10609321.0,41356294.16
American Ninja,1985,10499694.0,40928956.12
Better Off Dead,1985,10297601.0,40141175.49
Lost in America,1985,10179000.0,39678855.82
Once Bitten,1985,10000000.0,38981094.23
Brazil,1985,9929135.0,38704854.71
Explorers,1985,9873044.0,38486205.85
The Journey of Natty Gann,1985,9708373.0,37844300.27
Ghostbusters 1985 Re-release,1985,9389135.0,36599875.62
Tuff Turf,1985,9369329.0,36522669.66
Sweet Dreams,1985,9085049.0,35414515.12
Target,1985,9023199.0,35173417.05
Mischief,1985,8692426.0,33884027.7
The Man with One Red Shoe,1985,8645411.0,33700758.09
That Was Then... This Is Now,1985,8630068.0,33640949.39
Secret Admirer,1985,8622757.0,33612450.31
Stick,1985,8489518.0,33093070.11
Twice in a Lifetime,1985,8402424.0,32753568.17
Fantasia 1985 Re-release,1985,8194726.0,31943938.64
D.A.R.Y.L.,1985,7840873.0,30564580.93
Runaway Train,1985,7683620.0,29951591.53
He-Man and She-Ra: The Secret of the Sword,1985,7660857.0,29862858.86
Into the Night,1985,7562164.0,29478142.75
The Trip to Bountiful,1985,7491903.0,29204257.68
Transylvania 6-5000,1985,7196872.0,28054194.56
Red Sonja,1985,6948633.0,27086531.77
Here Come the Littles,1985,6565359.0,25592487.78
Girls Just Want to Have Fun,1985,6326051.0,24659639.01
Plenty,1985,6148000.0,23965576.73
Rustlers' Rhapsody,1985,6090497.0,23741423.75
Heaven Help Us,1985,6070794.0,23664619.3
Gymkata,1985,5730596.0,22338490.27
Avenging Angel,1985,5622787.0,21918238.99
Creator,1985,5349607.0,20853353.46
King David,1985,5111099.0,19923623.17
Day of the Dead,1985,5000000.0,19490547.12
Gremlins 1985 Re-release,1985,4914643.0,19157816.19
Rainbow Brite and the Star Stealer,1985,4889971.0,19061642.03
The Company of Wolves,1985,4389334.0,17110104.23
The Mean Season,1985,4349446.0,16954616.44
That's Dancing!,1985,4210938.0,16414697.1
My Science Project,1985,4122748.0,16070922.83
Godzilla 1985,1985,4116395.0,16046158.14
The Heavenly Kid,1985,3852271.0,15016573.89
Ran,1985,3607393.0,14062012.65
Turk 182,1985,3594997.0,14013691.68
The Bride,1985,3558669.0,13872081.16
Starchaser: The Legend of Orin,1985,3360800.0,13100766.15
Fraternity Vacation,1985,3333306.0,12993591.53
The Legend of Billie Jean,1985,3099497.0,12082178.46
